Gender,SSC Percentage,HSC Percentage,HSC Stream,Graduation Percentage,Graduation Stream,Master's Percentage,Specialisation,Internship Experience,Status
0,73.24,50.83,Science,64.27,Sci&Tech,66.23,Mkt&Fin,Yes,Placed
0,63,62,Science,65,Sci&Tech,60.69,Mkt&HR,No,Not Placed
0,59,60,Commerce,56,Comm&Mgmt,57.9,Mkt&HR,Yes,Placed
0,73,97,Commerce,79,Comm&Mgmt,70.81,Mkt&Fin,Yes,Placed
0,68,56,Science,68,Sci&Tech,68.07,Mkt&HR,Yes,Placed
0,77.8,64,Science,64.2,Sci&Tech,72.14,Mkt&HR,No,Placed
0,65,71.5,Commerce,62.8,Comm&Mgmt,56.6,Mkt&Fin,Yes,Placed
0,62,60.33,Science,64.21,Sci&Tech,60.02,Mkt&HR,No,Not Placed
1,52,65,Arts,57,Others,59.81,Mkt&Fin,No,Not Placed
0,65,77,Commerce,69,Comm&Mgmt,61.82,Mkt&HR,Yes,Placed
0,56.28,62.83,Commerce,59.79,Comm&Mgmt,57.29,Mkt&HR,No,Not Placed
0,88,72,Science,78,Others,71.43,Mkt&HR,Yes,Placed
0,52,64,Commerce,61,Comm&Mgmt,62.93,Mkt&Fin,No,Not Placed
0,78.5,65.5,Science,67,Sci&Tech,64.86,Mkt&Fin,Yes,Placed
0,61.8,47,Commerce,54.38,Comm&Mgmt,56.13,Mkt&Fin,No,Not Placed
0,54,77.6,Commerce,69.2,Comm&Mgmt,66.94,Mkt&Fin,No,Not Placed
0,64,70.2,Commerce,61,Comm&Mgmt,62.5,Mkt&Fin,No,Not Placed
0,67,61,Science,72,Comm&Mgmt,61.01,Mkt&Fin,Yes,Placed
0,65.2,61.4,Commerce,64.8,Comm&Mgmt,57.34,Mkt&Fin,Yes,Placed
1,60,63,Arts,56,Others,56.63,Mkt&HR,Yes,Placed
0,52,55,Commerce,56.3,Comm&Mgmt,64.74,Mkt&Fin,No,Not Placed
0,66,76,Commerce,72,Comm&Mgmt,58.95,Mkt&HR,Yes,Placed
0,72,63,Science,77.5,Sci&Tech,54.48,Mkt&Fin,Yes,Placed
0,83.96,53,Science,91,Sci&Tech,69.71,Mkt&HR,Yes,Placed
0,67,70,Commerce,65,Others,71.96,Mkt&HR,No,Placed
0,69,65,Commerce,57,Comm&Mgmt,55.8,Mkt&HR,Yes,Placed
0,69,60,Commerce,65,Comm&Mgmt,52.81,Mkt&Fin,Yes,Placed
0,54.2,63,Science,58,Comm&Mgmt,58.44,Mkt&HR,No,Not Placed
0,70,63,Science,66,Sci&Tech,60.11,Mkt&HR,Yes,Placed
0,55.68,61.33,Commerce,56.87,Comm&Mgmt,58.3,Mkt&HR,Yes,Placed
0,74,73,Commerce,73,Comm&Mgmt,67.69,Mkt&Fin,Yes,Placed
0,61,62,Commerce,65,Comm&Mgmt,56.81,Mkt&Fin,Yes,Placed
0,41,42,Science,50,Comm&Mgmt,53.39,Mkt&Fin,No,Not Placed
0,83.33,78,Commerce,61,Comm&Mgmt,71.55,Mkt&Fin,Yes,Placed
0,43,60,Science,65,Comm&Mgmt,62.92,Mkt&HR,No,Not Placed
0,62,72,Commerce,65,Comm&Mgmt,56.49,Mkt&Fin,Yes,Placed
0,80.6,82,Commerce,77.6,Comm&Mgmt,74.49,Mkt&Fin,Yes,Placed
0,58,60,Science,72,Sci&Tech,53.62,Mkt&Fin,Yes,Placed
0,67,67,Commerce,73,Comm&Mgmt,69.72,Mkt&Fin,Yes,Placed
0,74,66,Commerce,58,Comm&Mgmt,60.23,Mkt&HR,Yes,Placed
0,62,58,Science,53,Comm&Mgmt,60.22,Mkt&HR,No,Not Placed
0,67,91,Commerce,58,Sci&Tech,58.8,Mkt&HR,Yes,Placed
0,79.33,78.33,Science,77.48,Sci&Tech,66.28,Mkt&Fin,Yes,Placed
1,65,68,Arts,64,Comm&Mgmt,57.8,Mkt&Fin,Yes,Placed
0,56,52,Science,52,Sci&Tech,59.43,Mkt&HR,No,Not Placed
0,85.8,73.6,Commerce,73.3,Comm&Mgmt,55.5,Mkt&Fin,Yes,Placed
0,55,49.8,Science,67.25,Sci&Tech,51.58,Mkt&Fin,No,Not Placed
0,69,49.2,Commerce,79,Comm&Mgmt,63.14,Mkt&Fin,No,Placed
0,82,64,Science,66,Sci&Tech,62.14,Mkt&Fin,Yes,Placed
0,73,79,Commerce,72,Comm&Mgmt,61.29,Mkt&Fin,Yes,Placed
0,58,70,Commerce,61,Comm&Mgmt,52.21,Mkt&Fin,No,Not Placed
0,58,61,Commerce,60,Comm&Mgmt,60.85,Mkt&HR,Yes,Placed
0,69.6,68.4,Commerce,78.3,Comm&Mgmt,63.7,Mkt&Fin,Yes,Placed
0,47,55,Science,65,Comm&Mgmt,65.04,Mkt&HR,No,Not Placed
0,77,87,Commerce,59,Comm&Mgmt,68.63,Mkt&Fin,Yes,Placed
0,62,47,Commerce,50,Comm&Mgmt,54.96,Mkt&HR,No,Not Placed
0,65,75,Commerce,69,Comm&Mgmt,64.66,Mkt&Fin,Yes,Placed
0,63,66.2,Commerce,65.6,Comm&Mgmt,62.54,Mkt&Fin,Yes,Placed
0,55,67,Commerce,64,Comm&Mgmt,67.28,Mkt&Fin,No,Not Placed
0,63,66,Commerce,64,Comm&Mgmt,64.08,Mkt&HR,No,Not Placed
1,60,67,Arts,70,Comm&Mgmt,77.89,Mkt&Fin,Yes,Placed
0,62,65,Commerce,66,Comm&Mgmt,56.7,Mkt&HR,Yes,Placed
0,79,76,Commerce,85,Comm&Mgmt,69.06,Mkt&Fin,Yes,Placed
0,69.8,60.8,Science,72.23,Sci&Tech,68.81,Mkt&HR,Yes,Placed
0,77.4,60,Science,64.74,Sci&Tech,63.62,Mkt&Fin,Yes,Placed
0,76.5,97.7,Science,78.86,Sci&Tech,74.01,Mkt&Fin,Yes,Placed
0,52.58,54.6,Commerce,50.2,Comm&Mgmt,65.33,Mkt&Fin,No,Not Placed
0,71,79,Commerce,66,Comm&Mgmt,57.55,Mkt&Fin,Yes,Placed
0,63,67,Commerce,66,Comm&Mgmt,57.69,Mkt&HR,Yes,Placed
0,76.76,76.5,Commerce,67.5,Comm&Mgmt,64.15,Mkt&Fin,Yes,Placed
0,62,67,Commerce,58,Comm&Mgmt,51.29,Mkt&Fin,No,Not Placed
0,64,73.5,Commerce,73,Comm&Mgmt,56.7,Mkt&HR,Yes,Placed
0,67,53,Science,65,Sci&Tech,58.32,Mkt&HR,No,Not Placed
0,61,81,Commerce,66.4,Comm&Mgmt,62.21,Mkt&HR,Yes,Placed
0,87,65,Science,81,Comm&Mgmt,72.78,Mkt&Fin,Yes,Placed
0,62,51,Science,52,Others,62.77,Mkt&HR,No,Not Placed
0,69,78,Commerce,72,Comm&Mgmt,62.74,Mkt&HR,Yes,Placed
0,79,76,Science,65.6,Sci&Tech,55.47,Mkt&HR,Yes,Placed
0,73,58,Science,66,Comm&Mgmt,56.86,Mkt&HR,Yes,Placed
0,81,68,Science,64,Sci&Tech,62.56,Mkt&Fin,Yes,Placed
0,78,77,Commerce,80,Comm&Mgmt,66.72,Mkt&Fin,Yes,Placed
0,74,63.16,Commerce,65,Comm&Mgmt,69.76,Mkt&HR,No,Placed
0,87,87,Commerce,68,Comm&Mgmt,62.9,Mkt&HR,Yes,Placed
0,77,73,Commerce,81,Comm&Mgmt,69.7,Mkt&Fin,Yes,Placed
0,79.5,64,Science,72,Sci&Tech,66.53,Mkt&HR,No,Not Placed
0,70.89,71.98,Science,65.6,Comm&Mgmt,71.63,Mkt&HR,No,Placed
0,63,60,Commerce,57,Comm&Mgmt,54.55,Mkt&Fin,Yes,Placed
0,63,62,Commerce,68,Comm&Mgmt,62.46,Mkt&Fin,Yes,Placed
0,75.2,73.2,Science,68.4,Comm&Mgmt,62.98,Mkt&HR,Yes,Placed
0,54.4,61.12,Commerce,56.2,Comm&Mgmt,62.65,Mkt&HR,No,Not Placed
0,40.89,45.83,Commerce,53,Comm&Mgmt,65.49,Mkt&HR,No,Not Placed
0,80,70,Science,72,Sci&Tech,71.04,Mkt&HR,Yes,Placed
0,74,60,Science,69,Comm&Mgmt,65.56,Mkt&HR,Yes,Placed
0,60.4,66.6,Science,65,Comm&Mgmt,52.71,Mkt&HR,Yes,Placed
0,63,71.4,Commerce,61.4,Comm&Mgmt,66.88,Mkt&Fin,Yes,Placed
0,68,76,Commerce,74,Comm&Mgmt,63.59,Mkt&Fin,Yes,Placed
0,74,62,Science,68,Comm&Mgmt,57.99,Mkt&Fin,Yes,Placed
0,52.6,65.58,Science,72.11,Sci&Tech,56.66,Mkt&Fin,Yes,Placed
0,74,70,Science,72,Comm&Mgmt,57.24,Mkt&Fin,Yes,Placed
0,84.2,73.4,Commerce,66.89,Comm&Mgmt,62.48,Mkt&Fin,Yes,Placed
0,86.5,64.2,Science,67.4,Sci&Tech,59.69,Mkt&Fin,Yes,Placed
0,61,70,Commerce,64,Comm&Mgmt,59.5,Mkt&HR,No,Not Placed
0,80,73,Commerce,75,Comm&Mgmt,58.78,Mkt&Fin,Yes,Placed
0,54,47,Science,57,Comm&Mgmt,57.1,Mkt&HR,No,Not Placed
0,83,74,Science,66,Comm&Mgmt,58.46,Mkt&HR,Yes,Placed
0,80.92,78.5,Commerce,67,Comm&Mgmt,60.99,Mkt&Fin,Yes,Placed
0,69.7,47,Commerce,72.7,Sci&Tech,59.24,Mkt&HR,No,Not Placed
0,73,73,Science,66,Sci&Tech,68.07,Mkt&Fin,Yes,Placed
0,82,61,Science,62,Sci&Tech,65.45,Mkt&Fin,Yes,Placed
0,75,70.29,Commerce,71,Comm&Mgmt,66.94,Mkt&Fin,Yes,Placed
0,84.86,67,Science,78,Comm&Mgmt,68.53,Mkt&Fin,Yes,Placed
0,64.6,83.83,Commerce,71.72,Comm&Mgmt,59.75,Mkt&Fin,Yes,Placed
0,56.6,64.8,Commerce,70.2,Comm&Mgmt,67.2,Mkt&Fin,Yes,Placed
0,59,62,Commerce,77.5,Comm&Mgmt,67,Mkt&HR,No,Not Placed
1,66.5,70.4,Arts,71.93,Comm&Mgmt,64.27,Mkt&Fin,Yes,Placed
0,64,80,Science,65,Sci&Tech,57.65,Mkt&Fin,Yes,Placed
0,84,90.9,Science,64.5,Sci&Tech,59.42,Mkt&Fin,Yes,Placed
0,69,62,Science,66,Sci&Tech,67.99,Mkt&HR,No,Not Placed
0,69,62,Commerce,69,Comm&Mgmt,62.35,Mkt&HR,Yes,Placed
0,81.7,63,Science,67,Comm&Mgmt,70.2,Mkt&Fin,Yes,Placed
0,63,67,Commerce,74,Comm&Mgmt,60.44,Mkt&Fin,No,Not Placed
0,84,79,Science,68,Sci&Tech,66.69,Mkt&Fin,Yes,Placed
0,70,63,Science,70,Sci&Tech,62,Mkt&Fin,Yes,Placed
0,83.84,89.83,Commerce,77.2,Comm&Mgmt,76.18,Mkt&Fin,Yes,Placed
0,62,63,Commerce,64,Comm&Mgmt,57.03,Mkt&Fin,Yes,Placed
0,59.6,51,Science,60,Others,59.08,Mkt&HR,No,Not Placed
0,66,62,Commerce,73,Comm&Mgmt,64.36,Mkt&HR,Yes,Placed
0,84,75,Science,69,Sci&Tech,62.36,Mkt&HR,Yes,Placed
0,85,90,Commerce,82,Comm&Mgmt,68.03,Mkt&Fin,Yes,Placed
0,52,57,Commerce,50.8,Comm&Mgmt,62.79,Mkt&HR,No,Not Placed
0,60.23,69,Science,66,Comm&Mgmt,59.47,Mkt&Fin,Yes,Placed
0,52,62,Commerce,54,Comm&Mgmt,55.41,Mkt&HR,No,Not Placed
0,58,62,Commerce,64,Comm&Mgmt,54.97,Mkt&Fin,Yes,Placed
0,73,78,Commerce,65,Comm&Mgmt,62.16,Mkt&Fin,Yes,Placed
0,76,70,Science,76,Comm&Mgmt,64.44,Mkt&Fin,Yes,Placed
0,70.5,62.5,Commerce,61,Comm&Mgmt,69.03,Mkt&Fin,No,Not Placed
0,69,73,Commerce,65,Comm&Mgmt,57.31,Mkt&Fin,Yes,Placed
0,54,82,Commerce,63,Sci&Tech,59.47,Mkt&Fin,No,Not Placed
0,68,57,Commerce,58,Comm&Mgmt,64.95,Mkt&HR,No,Not Placed
0,63,72,Commerce,68,Comm&Mgmt,60.44,Mkt&HR,Yes,Placed
0,77,61,Commerce,68,Comm&Mgmt,61.31,Mkt&Fin,Yes,Placed
0,73,78,Science,73,Sci&Tech,65.83,Mkt&HR,Yes,Placed
0,69,63,Science,65,Comm&Mgmt,58.23,Mkt&HR,Yes,Placed
0,59,64,Science,58,Sci&Tech,55.3,Mkt&HR,No,Not Placed
0,61.08,50,Science,54,Sci&Tech,65.69,Mkt&Fin,No,Not Placed
0,82,90,Commerce,83,Comm&Mgmt,73.52,Mkt&HR,Yes,Placed
0,61,82,Commerce,69,Comm&Mgmt,58.31,Mkt&Fin,Yes,Placed
0,52,63,Science,65,Sci&Tech,56.09,Mkt&HR,No,Not Placed
0,69.5,70,Science,72,Sci&Tech,54.8,Mkt&HR,Yes,Placed
0,51,54,Science,61,Sci&Tech,60.64,Mkt&HR,No,Not Placed
0,58,61,Commerce,61,Comm&Mgmt,53.94,Mkt&HR,Yes,Placed
0,73.96,79,Commerce,67,Comm&Mgmt,63.08,Mkt&Fin,Yes,Placed
0,65,68,Science,69,Comm&Mgmt,55.01,Mkt&HR,Yes,Placed
0,73,63,Science,66,Comm&Mgmt,60.5,Mkt&Fin,Yes,Placed
0,68.2,72.8,Commerce,66.6,Comm&Mgmt,70.85,Mkt&Fin,Yes,Placed
0,77,75,Science,73,Sci&Tech,67.05,Mkt&Fin,Yes,Placed
0,80.5,80,Science,78,Sci&Tech,70.48,Mkt&HR,Yes,Placed
0,60.8,68.4,Commerce,64.6,Comm&Mgmt,64.34,Mkt&Fin,Yes,Placed
0,64,67,Science,69.6,Sci&Tech,71.49,Mkt&HR,Yes,Placed
1,66.5,66.8,Arts,69.3,Comm&Mgmt,71,Mkt&Fin,Yes,Placed
0,74,59,Commerce,73,Comm&Mgmt,56.7,Mkt&HR,Yes,Placed
0,67,71,Science,64.33,Others,61.26,Mkt&HR,Yes,Placed
0,84,73,Commerce,73,Comm&Mgmt,73.33,Mkt&Fin,Yes,Placed
0,79,61,Science,75.5,Sci&Tech,68.2,Mkt&Fin,Yes,Placed
0,72,60,Science,69,Comm&Mgmt,58.4,Mkt&HR,Yes,Placed
0,80.4,73.4,Science,77.72,Sci&Tech,76.26,Mkt&HR,Yes,Placed
0,76.7,89.7,Commerce,66,Comm&Mgmt,68.55,Mkt&Fin,Yes,Placed
0,62,65,Commerce,60,Comm&Mgmt,64.15,Mkt&Fin,No,Not Placed
0,74.9,57,Science,62,Others,60.78,Mkt&Fin,Yes,Placed
0,67,68,Commerce,64,Comm&Mgmt,53.49,Mkt&HR,Yes,Placed
0,73,64,Commerce,77,Comm&Mgmt,60.98,Mkt&HR,Yes,Placed
0,77.44,92,Commerce,72,Comm&Mgmt,67.13,Mkt&Fin,Yes,Placed
0,72,56,Science,69,Comm&Mgmt,65.63,Mkt&HR,Yes,Placed
1,47,59,Arts,64,Comm&Mgmt,61.58,Mkt&Fin,No,Not Placed
0,67,63,Commerce,72,Comm&Mgmt,60.41,Mkt&HR,Yes,Placed
0,82,64,Science,73,Sci&Tech,71.77,Mkt&Fin,Yes,Placed
0,77,70,Commerce,59,Comm&Mgmt,54.43,Mkt&Fin,Yes,Placed
0,65,64.8,Commerce,69.5,Comm&Mgmt,56.94,Mkt&Fin,Yes,Placed
0,66,64,Science,60,Comm&Mgmt,61.9,Mkt&HR,No,Not Placed
0,85,60,Science,73.43,Sci&Tech,61.29,Mkt&Fin,Yes,Placed
0,77.67,64.89,Commerce,70.67,Comm&Mgmt,60.39,Mkt&Fin,Yes,Placed
1,52,50,Arts,61,Comm&Mgmt,58.52,Mkt&Fin,No,Not Placed
0,89.4,65.66,Science,71.25,Sci&Tech,63.23,Mkt&HR,Yes,Placed
0,62,63,Science,66,Comm&Mgmt,55.14,Mkt&HR,Yes,Placed
0,44,74,Commerce,65,Comm&Mgmt,62.28,Mkt&Fin,Yes,Placed
1,77,86,Arts,56,Others,64.08,Mkt&Fin,Yes,Placed
1,44,58,Arts,55,Comm&Mgmt,58.54,Mkt&HR,No,Not Placed
0,71,58.66,Science,58,Sci&Tech,61.3,Mkt&Fin,Yes,Placed
0,65,65,Commerce,75,Comm&Mgmt,58.87,Mkt&Fin,Yes,Placed
0,75.4,60.5,Science,84,Sci&Tech,65.25,Mkt&Fin,Yes,Placed
0,75,56,Science,66,Sci&Tech,62.48,Mkt&Fin,Yes,Placed
0,53,63,Science,60,Comm&Mgmt,53.2,Mkt&Fin,Yes,Placed
0,51.57,74.66,Commerce,59.9,Comm&Mgmt,65.99,Mkt&HR,No,Not Placed
0,84.2,69.4,Science,65,Sci&Tech,52.72,Mkt&HR,Yes,Placed
0,66.5,62.5,Commerce,60.9,Comm&Mgmt,55.03,Mkt&Fin,Yes,Placed
0,85.84,63,Science,64,Sci&Tech,61.87,Mkt&Fin,No,Not Placed
0,52,49,Commerce,58,Comm&Mgmt,60.59,Mkt&HR,No,Not Placed
0,87,74,Science,65,Sci&Tech,72.29,Mkt&HR,Yes,Placed
0,55.6,51,Commerce,57.5,Comm&Mgmt,62.72,Mkt&HR,No,Not Placed
0,74.2,87.6,Commerce,77.25,Comm&Mgmt,66.06,Mkt&Fin,Yes,Placed
0,63,67,Science,64,Sci&Tech,66.46,Mkt&Fin,Yes,Placed
0,67.16,72.5,Commerce,63.35,Comm&Mgmt,65.52,Mkt&Fin,Yes,Placed
0,63.3,78.33,Commerce,74,Comm&Mgmt,74.56,Mkt&Fin,No,Placed
0,62,62,Commerce,60,Comm&Mgmt,52.38,Mkt&HR,Yes,Placed
0,67.9,62,Science,67,Sci&Tech,75.71,Mkt&Fin,No,Placed
0,71,51,Commerce,58,Comm&Mgmt,58.79,Mkt&HR,No,Not Placed
0,59.96,42.16,Science,61.26,Sci&Tech,65.48,Mkt&HR,No,Not Placed
0,63.4,67.2,Commerce,60,Comm&Mgmt,69.28,Mkt&HR,No,Not Placed
0,80,80,Commerce,72,Comm&Mgmt,66.04,Mkt&Fin,Yes,Placed
0,73,58,Commerce,56,Comm&Mgmt,52.64,Mkt&HR,Yes,Placed
0,52,52,Science,55,Sci&Tech,59.32,Mkt&HR,No,Not Placed
0,73.24,50.83,Science,64.27,Sci&Tech,66.23,Mkt&Fin,Yes,Placed
0,63,62,Science,65,Sci&Tech,60.69,Mkt&HR,No,Not Placed
0,59,60,Commerce,56,Comm&Mgmt,57.9,Mkt&HR,Yes,Placed
0,73,97,Commerce,79,Comm&Mgmt,70.81,Mkt&Fin,Yes,Placed
0,68,56,Science,68,Sci&Tech,68.07,Mkt&HR,Yes,Placed
0,77.8,64,Science,64.2,Sci&Tech,72.14,Mkt&HR,No,Placed
0,65,71.5,Commerce,62.8,Comm&Mgmt,56.6,Mkt&Fin,Yes,Placed
0,62,60.33,Science,64.21,Sci&Tech,60.02,Mkt&HR,No,Not Placed
1,52,65,Arts,57,Others,59.81,Mkt&Fin,No,Not Placed
0,65,77,Commerce,69,Comm&Mgmt,61.82,Mkt&HR,Yes,Placed
0,56.28,62.83,Commerce,59.79,Comm&Mgmt,57.29,Mkt&HR,No,Not Placed
0,88,72,Science,78,Others,71.43,Mkt&HR,Yes,Placed
0,52,64,Commerce,61,Comm&Mgmt,62.93,Mkt&Fin,No,Not Placed
0,78.5,65.5,Science,67,Sci&Tech,64.86,Mkt&Fin,Yes,Placed
0,61.8,47,Commerce,54.38,Comm&Mgmt,56.13,Mkt&Fin,No,Not Placed
0,54,77.6,Commerce,69.2,Comm&Mgmt,66.94,Mkt&Fin,No,Not Placed
0,64,70.2,Commerce,61,Comm&Mgmt,62.5,Mkt&Fin,No,Not Placed
0,67,61,Science,72,Comm&Mgmt,61.01,Mkt&Fin,Yes,Placed
0,65.2,61.4,Commerce,64.8,Comm&Mgmt,57.34,Mkt&Fin,Yes,Placed
1,60,63,Arts,56,Others,56.63,Mkt&HR,Yes,Placed
0,52,55,Commerce,56.3,Comm&Mgmt,64.74,Mkt&Fin,No,Not Placed
0,66,76,Commerce,72,Comm&Mgmt,58.95,Mkt&HR,Yes,Placed
0,72,63,Science,77.5,Sci&Tech,54.48,Mkt&Fin,Yes,Placed
0,83.96,53,Science,91,Sci&Tech,69.71,Mkt&HR,Yes,Placed
0,67,70,Commerce,65,Others,71.96,Mkt&HR,No,Placed
0,69,65,Commerce,57,Comm&Mgmt,55.8,Mkt&HR,Yes,Placed
0,69,60,Commerce,65,Comm&Mgmt,52.81,Mkt&Fin,Yes,Placed
0,54.2,63,Science,58,Comm&Mgmt,58.44,Mkt&HR,No,Not Placed
0,70,63,Science,66,Sci&Tech,60.11,Mkt&HR,Yes,Placed
0,55.68,61.33,Commerce,56.87,Comm&Mgmt,58.3,Mkt&HR,Yes,Placed
0,74,73,Commerce,73,Comm&Mgmt,67.69,Mkt&Fin,Yes,Placed
0,61,62,Commerce,65,Comm&Mgmt,56.81,Mkt&Fin,Yes,Placed
0,41,42,Science,50,Comm&Mgmt,53.39,Mkt&Fin,No,Not Placed
0,83.33,78,Commerce,61,Comm&Mgmt,71.55,Mkt&Fin,Yes,Placed
0,43,60,Science,65,Comm&Mgmt,62.92,Mkt&HR,No,Not Placed
0,62,72,Commerce,65,Comm&Mgmt,56.49,Mkt&Fin,Yes,Placed
0,80.6,82,Commerce,77.6,Comm&Mgmt,74.49,Mkt&Fin,Yes,Placed
0,58,60,Science,72,Sci&Tech,53.62,Mkt&Fin,Yes,Placed
0,67,67,Commerce,73,Comm&Mgmt,69.72,Mkt&Fin,Yes,Placed
0,74,66,Commerce,58,Comm&Mgmt,60.23,Mkt&HR,Yes,Placed
0,62,58,Science,53,Comm&Mgmt,60.22,Mkt&HR,No,Not Placed
0,67,91,Commerce,58,Sci&Tech,58.8,Mkt&HR,Yes,Placed
0,79.33,78.33,Science,77.48,Sci&Tech,66.28,Mkt&Fin,Yes,Placed
1,65,68,Arts,64,Comm&Mgmt,57.8,Mkt&Fin,Yes,Placed
0,56,52,Science,52,Sci&Tech,59.43,Mkt&HR,No,Not Placed
0,85.8,73.6,Commerce,73.3,Comm&Mgmt,55.5,Mkt&Fin,Yes,Placed
0,55,49.8,Science,67.25,Sci&Tech,51.58,Mkt&Fin,No,Not Placed
0,70,49.2,Commerce,79,Comm&Mgmt,63.14,Mkt&Fin,No,Placed
0,82,64,Science,66,Sci&Tech,62.14,Mkt&Fin,Yes,Placed
0,73,79,Commerce,72,Comm&Mgmt,61.29,Mkt&Fin,Yes,Placed
0,58,70,Commerce,61,Comm&Mgmt,52.21,Mkt&Fin,No,Not Placed
0,58,61,Commerce,60,Comm&Mgmt,60.85,Mkt&HR,Yes,Placed
0,69.6,68.4,Commerce,78.3,Comm&Mgmt,63.7,Mkt&Fin,Yes,Placed
0,47,55,Science,65,Comm&Mgmt,65.04,Mkt&HR,No,Not Placed
0,77,87,Commerce,59,Comm&Mgmt,68.63,Mkt&Fin,Yes,Placed
0,62,47,Commerce,50,Comm&Mgmt,54.96,Mkt&HR,No,Not Placed
0,65,75,Commerce,69,Comm&Mgmt,64.66,Mkt&Fin,Yes,Placed
0,63,66.2,Commerce,65.6,Comm&Mgmt,62.54,Mkt&Fin,Yes,Placed
0,55,67,Commerce,64,Comm&Mgmt,67.28,Mkt&Fin,No,Not Placed
0,63,66,Commerce,64,Comm&Mgmt,64.08,Mkt&HR,No,Not Placed
1,60,67,Arts,70,Comm&Mgmt,77.89,Mkt&Fin,Yes,Placed
0,62,65,Commerce,66,Comm&Mgmt,56.7,Mkt&HR,Yes,Placed
0,79,76,Commerce,85,Comm&Mgmt,69.06,Mkt&Fin,Yes,Placed
0,69.8,60.8,Science,72.23,Sci&Tech,68.81,Mkt&HR,Yes,Placed
0,77.4,60,Science,64.74,Sci&Tech,63.62,Mkt&Fin,Yes,Placed
0,76.5,97.7,Science,78.86,Sci&Tech,74.01,Mkt&Fin,Yes,Placed
0,52.58,54.6,Commerce,50.2,Comm&Mgmt,65.33,Mkt&Fin,No,Not Placed
0,71,79,Commerce,66,Comm&Mgmt,57.55,Mkt&Fin,Yes,Placed
0,63,67,Commerce,66,Comm&Mgmt,57.69,Mkt&HR,Yes,Placed
0,76.76,76.5,Commerce,67.5,Comm&Mgmt,64.15,Mkt&Fin,Yes,Placed
0,62,67,Commerce,58,Comm&Mgmt,51.29,Mkt&Fin,No,Not Placed
0,64,73.5,Commerce,73,Comm&Mgmt,56.7,Mkt&HR,Yes,Placed
0,67,53,Science,65,Sci&Tech,58.32,Mkt&HR,No,Not Placed
0,61,81,Commerce,66.4,Comm&Mgmt,62.21,Mkt&HR,Yes,Placed
0,87,65,Science,81,Comm&Mgmt,72.78,Mkt&Fin,Yes,Placed
0,62,51,Science,52,Others,62.77,Mkt&HR,No,Not Placed
0,69,78,Commerce,72,Comm&Mgmt,62.74,Mkt&HR,Yes,Placed
0,79,76,Science,65.6,Sci&Tech,55.47,Mkt&HR,Yes,Placed
0,73,58,Science,66,Comm&Mgmt,56.86,Mkt&HR,Yes,Placed
0,81,68,Science,64,Sci&Tech,62.56,Mkt&Fin,Yes,Placed
0,78,77,Commerce,80,Comm&Mgmt,66.72,Mkt&Fin,Yes,Placed
0,74,63.16,Commerce,65,Comm&Mgmt,69.76,Mkt&HR,No,Placed
0,87,87,Commerce,68,Comm&Mgmt,62.9,Mkt&HR,Yes,Placed
0,77,73,Commerce,81,Comm&Mgmt,69.7,Mkt&Fin,Yes,Placed
0,79.5,64,Science,72,Sci&Tech,66.53,Mkt&HR,No,Not Placed
0,70.89,71.98,Science,65.6,Comm&Mgmt,71.63,Mkt&HR,No,Placed
0,63,60,Commerce,57,Comm&Mgmt,54.55,Mkt&Fin,Yes,Placed
0,63,62,Commerce,68,Comm&Mgmt,62.46,Mkt&Fin,Yes,Placed
0,75.2,73.2,Science,68.4,Comm&Mgmt,62.98,Mkt&HR,Yes,Placed
0,54.4,61.12,Commerce,56.2,Comm&Mgmt,62.65,Mkt&HR,No,Not Placed
0,40.89,45.83,Commerce,53,Comm&Mgmt,65.49,Mkt&HR,No,Not Placed
0,80,70,Science,72,Sci&Tech,71.04,Mkt&HR,Yes,Placed
0,74,60,Science,69,Comm&Mgmt,65.56,Mkt&HR,Yes,Placed
0,60.4,66.6,Science,65,Comm&Mgmt,52.71,Mkt&HR,Yes,Placed
0,63,71.4,Commerce,61.4,Comm&Mgmt,66.88,Mkt&Fin,Yes,Placed
0,68,76,Commerce,74,Comm&Mgmt,63.59,Mkt&Fin,Yes,Placed
0,74,62,Science,68,Comm&Mgmt,57.99,Mkt&Fin,Yes,Placed
0,52.6,65.58,Science,72.11,Sci&Tech,56.66,Mkt&Fin,Yes,Placed
0,74,70,Science,72,Comm&Mgmt,57.24,Mkt&Fin,Yes,Placed
0,84.2,73.4,Commerce,66.89,Comm&Mgmt,62.48,Mkt&Fin,Yes,Placed
0,86.5,64.2,Science,67.4,Sci&Tech,59.69,Mkt&Fin,Yes,Placed
0,61,70,Commerce,64,Comm&Mgmt,59.5,Mkt&HR,No,Not Placed
0,80,73,Commerce,75,Comm&Mgmt,58.78,Mkt&Fin,Yes,Placed
0,54,47,Science,57,Comm&Mgmt,57.1,Mkt&HR,No,Not Placed
0,83,74,Science,66,Comm&Mgmt,58.46,Mkt&HR,Yes,Placed
0,80.92,78.5,Commerce,67,Comm&Mgmt,60.99,Mkt&Fin,Yes,Placed
0,69.7,47,Commerce,72.7,Sci&Tech,59.24,Mkt&HR,No,Not Placed
0,73,73,Science,66,Sci&Tech,68.07,Mkt&Fin,Yes,Placed
0,82,61,Science,62,Sci&Tech,65.45,Mkt&Fin,Yes,Placed
